N_sample	N_ANI	Min	Max
2071	84910.9	80697	89272
2072	84924.88	80698	89273
2073	84947.38	80699	89279
2074	84969.76	80699	89280
2075	85006.16	80735	89280
2076	85027.72	80736	89286
2077	85051.68	80736	89316
2078	85062.42	80736	89328
2079	85084.8	80737	89328
2080	85097	80737	89330
2081	85112.28	80737	89339
2082	85142.04	80787	89343
2083	85171	80787	89551
2084	85190.92	80973	89552
2085	85210.98	81035	89561
2086	85241.2	81036	89561
2087	85268.2	81047	89561
2088	85287.5	81072	89569
2089	85318.96	81072	89581
2090	85352.72	81085	89647
2091	85390.76	81086	89649
2092	85431.48	81100	89651
2093	85456.44	81104	89655
2094	85468.72	81124	89665
2095	85487.24	81133	89708
2096	85505.96	81146	89720
2097	85534.84	81303	89721
2098	85573.78	81308	89721
2099	85589.96	81327	89739
2100	85616.72	81330	89739
2101	85655.32	81334	89784
2102	85674.56	81366	89789
2103	85701.7	81366	89789
2104	85725.34	81368	89794
2105	85771.46	81370	89826
2106	85802.28	81392	89863
2107	85815.38	81398	89872
2108	85837.94	81403	89874
2109	85858.02	81405	89874
2110	85873.32	81445	89874
2111	85881.74	81446	89875
2112	85908.9	81450	89876
2113	85928.24	81453	89904
2114	85953.6	81454	89904
2115	85980.42	81456	89904
2116	86018.48	81456	89922
2117	86045.4	81460	89947
2118	86082.02	81472	89950
2119	86101.9	81472	90042
2120	86119.72	81472	90044
2121	86142.34	81483	90044
2122	86166.74	81485	90050
2123	86187.06	81491	90082
2124	86211.48	81506	90270
2125	86224.04	81510	90281
2126	86241.84	81510	90286
2127	86265.62	81514	90303
2128	86285.04	81540	90306
2129	86305.66	81553	90319
2130	86320.62	81553	90324
2131	86375.8	82814	90325
2132	86390.28	82818	90416
2133	86440.96	82819	90706
2134	86469.68	82819	90750
2135	86488.56	82848	90750
2136	86533.7	82890	90918
2137	86555.3	82910	90927
2138	86590.38	82912	91607
2139	86609.56	83009	91609
2140	86620.54	83009	91609
2141	86641.58	83009	91621
2142	86653.6	83009	91646
2143	86681.68	83009	91647
2144	86701.04	83015	91689
2145	86717.44	83056	91689
2146	86733.12	83056	91716
2147	86746.82	83056	91751
2148	86795.12	83062	91768
2149	86812.92	83062	91792
2150	86832.34	83062	91813
2151	86847.92	83064	91816
2152	86869.94	83071	91859
2153	86905	83074	91860
2154	86924.7	83091	91860
2155	86950.62	83092	91916
2156	86976.26	83094	91918
2157	86995.82	83094	91922
2158	87019.84	83096	91933
2159	87048.56	83096	91934
2160	87054.96	83117	91934
2161	87087.18	83129	91948
2162	87100.88	83130	91950
2163	87113.8	83133	91953
2164	87138.84	83162	91957
2165	87163	83163	91957
2166	87176	83167	91961
2167	87198.02	83171	91961
2168	87219.14	83204	91973
2169	87238.2	83205	91973
2170	87268.12	83444	91987
2171	87283.58	83448	92020
2172	87307.26	83495	92020
2173	87328.6	83496	92023
2174	87375.58	83501	92043
2175	87392.26	83503	92049
2176	87420.22	83510	92050
2177	87444.58	83520	92051
2178	87465	83580	92067
2179	87489.8	83580	92076
2180	87511.08	83580	92101
2181	87551.28	83581	92101
2182	87568.54	83639	92133
2183	87591.26	83644	92152
2184	87639.7	83672	92156
2185	87671.32	83675	92177
2186	87690.78	83677	92178
2187	87714.6	83683	92183
2188	87740.3	83713	92194
2189	87766.58	83807	92195
2190	87801.06	83826	92203
2191	87813.56	83826	92203
2192	87830.94	83831	92217
2193	87855.02	83838	92218
2194	87872.64	83842	92220
2195	87895.78	83845	92220
2196	87914.88	83852	92221
2197	87933.28	83865	92227
2198	87948.14	83869	92310
2199	88012.26	83870	92311
2200	88024.4	83870	92315
2201	88047.24	83932	92327
2202	88087.22	83949	92327
2203	88109.1	83961	92340
2204	88122.86	83980	92351
2205	88146.7	83989	92351
2206	88165.44	83989	92359
2207	88182.78	84021	92360
2208	88202.78	84021	92360
2209	88216.9	84047	92366
2210	88242.64	84085	92405
2211	88265.44	84085	92406
2212	88295.02	84234	92406
2213	88319.98	84236	92457
2214	88360.12	84261	92461
2215	88393.94	84261	92468
2216	88404.52	84294	92468
2217	88425.26	84295	92468
2218	88444.22	84313	92468
2219	88471.54	84322	92468
2220	88487.86	84323	92480
2221	88511.26	84357	92497
2222	88533.66	84374	92498
2223	88566.7	84374	92509
2224	88596.56	84374	92522
2225	88627.32	84375	92526
2226	88646.42	84375	92526
2227	88672.94	84408	92539
2228	88695.16	84438	92542
2229	88712.96	84438	92554
2230	88731.84	84442	92654
2231	88766.68	84444	92656
2232	88781.8	84449	92657
2233	88809.46	84453	92667
2234	88821.82	84453	92668
2235	88852.08	84453	92703
2236	88866.16	84465	92703
2237	88895.44	84466	92719
2238	88920.34	84482	92724
2239	88933.22	84493	92746
2240	88956.58	84496	92747
2241	88975.5	84500	92810
2242	88991.38	84620	92812
2243	89021.26	84641	92819
2244	89038.9	84641	92873
2245	89054.54	84642	92880
2246	89072.3	84645	92895
2247	89100.72	84647	92900
2248	89108.44	84649	92940
2249	89133.08	84656	93000
2250	89153.26	84656	93000
2251	89167.46	84656	93003
2252	89179.68	84656	93003
2253	89205.06	84657	93004
2254	89228.76	84661	93107
2255	89255.8	84702	93108
2256	89289.3	84805	93113
2257	89303.04	84805	93132
2258	89316.9	84805	93250
2259	89331.2	84808	93259
2260	89355.4	84820	93262
2261	89384.12	84821	93280
2262	89404.02	84821	93303
2263	89425.9	84821	93304
2264	89448.66	84821	93304
2265	89461.88	84844	93308
2266	89491.12	84844	93318
2267	89512.96	84861	93341
2268	89525.62	84861	93346
2269	89556.74	84899	93348
2270	89575.6	84910	93348
2271	89592.96	85104	93381
2272	89602.5	85117	93381
2273	89631.34	85117	93384
2274	89652.06	85118	93384
2275	89677.06	85118	93397
2276	89702.72	85203	93398
2277	89746.94	85206	93399
2278	89773.2	85206	93416
2279	89791.62	85206	93416
2280	89816.66	85206	93458
2281	89840.76	85206	93459
2282	89865.28	85206	93460
2283	89882.46	85207	93483
2284	89902.88	85369	93484
2285	89925.16	85388	93503
2286	89959.28	85398	93604
2287	89978.78	85400	93624
2288	90017.08	85402	93624
2289	90045.28	85430	93632
2290	90067	85432	93791
2291	90095.22	85434	93792
2292	90104.44	85454	93793
2293	90122.72	85456	93800
2294	90144.4	85458	93802
2295	90172.96	85459	93834
2296	90209.96	85461	93834
2297	90225.9	85462	93834
2298	90247.54	85479	93834
2299	90283.44	85479	93836
2300	90298.24	85490	93840
2301	90319.24	85518	93840
2302	90344.18	85520	93844
2303	90361.9	85559	93851
2304	90372.62	85561	93911
2305	90395.36	85630	93917
2306	90411.86	85639	93924
2307	90436.58	85641	93930
2308	90453.48	85674	93945
2309	90462.86	85677	93946
2310	90494.84	85681	93952
2311	90514.28	85681	93976
2312	90532.64	85685	94014
2313	90547.46	85686	94027
2314	90573.66	85824	94141
2315	90607.64	85826	94162
2316	90624.34	85827	94167
2317	90649.6	85844	94171
2318	90676.88	85845	94200
2319	90708.94	85858	94236
2320	90721.12	85858	94260
2321	90743.94	85864	94265
2322	90764.36	85892	94266
2323	90794.34	85919	94346
2324	90826.8	85932	94352
2325	90846.2	85950	94352
2326	90879.02	86175	94354
2327	90927.3	87684	94357
2328	90942.42	87707	94359
2329	90971.68	87726	94359
2330	90987.76	87737	94359
2331	91012.98	87743	94364
2332	91029.76	87759	94377
2333	91047.88	87762	94377
2334	91069.28	87763	94381
2335	91081.22	87765	94381
2336	91116.18	87765	94408
2337	91141.02	87854	94409
2338	91153.88	87901	94409
2339	91167.18	87912	94409
2340	91191.92	87921	94410
2341	91206.36	87945	94412
2342	91226.78	87992	94412
2343	91253.06	88014	94414
2344	91268.6	88032	94443
2345	91293.4	88148	94462
2346	91323.36	88180	94463
2347	91343.68	88194	94746
2348	91354.68	88198	94752
2349	91385.66	88198	94779
2350	91416.66	88290	94959
2351	91477.3	88290	94959
2352	91505.24	88290	95002
2353	91532.32	88291	95073
2354	91546.08	88295	95125
2355	91566.76	88298	95125
2356	91595.24	88304	95125
2357	91619.88	88309	95126
2358	91634.7	88426	95127
2359	91646.02	88435	95132
2360	91667.22	88439	95132
2361	91700.76	88439	95132
2362	91726.78	88545	95132
2363	91758.52	88557	95132
2364	91768.02	88558	95138
2365	91806.86	88558	95145
2366	91828.8	88558	95188
2367	91856.3	88560	95190
2368	91878.06	88563	95190
2369	91893.26	88563	95190
2370	91902.44	88593	95250
2371	91923.48	88656	95251
2372	91937.14	88718	95254
2373	91953.2	88718	95277
2374	91986.34	88728	95278
2375	92007.52	88735	95305
2376	92016.6	88760	95313
2377	92055.98	88761	95340
2378	92071.1	88761	95348
2379	92095.48	88769	95350
2380	92123.76	88769	95350
2381	92134.74	88771	95355
2382	92150.48	88793	95356
2383	92172.6	88833	95379
2384	92194.66	88833	95382
2385	92239.28	88834	95382
2386	92259.18	88838	95388
2387	92271.24	88863	95432
2388	92286.24	88950	95436
2389	92301.82	88952	95438
2390	92327.36	88966	95481
2391	92339.24	88966	95485
2392	92377.72	88967	95488
2393	92399.28	88967	95670
2394	92414.44	89078	95682
2395	92428.74	89080	95751
2396	92442.84	89105	95765
2397	92460.94	89164	95765
2398	92480.5	89286	95768
2399	92499.74	89366	95773
2400	92507.26	89366	95773
2401	92540.48	89400	95876
2402	92574.1	89400	96303
2403	92587.16	89415	96392
2404	92609.14	89424	96408
2405	92634.32	89426	96411
2406	92674.08	89426	96481
2407	92697.16	89439	96534
2408	92713.62	89440	96535
2409	92730.2	89440	96535
2410	92750.22	89443	96561
2411	92760.18	89443	96566
2412	92773.68	89453	96566
2413	92794.64	89453	96570
2414	92818.74	89474	96570
2415	92843.54	89476	96574
2416	92893.14	89489	96574
2417	92910.68	89499	96575
2418	92925.42	89499	96580
2419	92943.76	89503	96596
2420	92969.18	89503	96598
2421	92992.44	89572	96601
2422	93006.22	89572	96602
2423	93022.96	89605	96602
2424	93058.32	89622	96602
2425	93082	89623	96607
2426	93100.9	89627	96612
2427	93116.68	89640	96613
2428	93156.42	89650	96691
2429	93172.36	89650	96717
2430	93212.12	89911	96719
2431	93228.96	89911	96778
2432	93245.06	89917	96780
2433	93265.66	89924	96798
2434	93289.12	89935	96800
2435	93317.64	89947	96802
2436	93331.4	89957	96876
2437	93349.26	89973	96876
2438	93362.42	89974	96915
2439	93393.7	89974	96953
2440	93408.8	89974	96956
2441	93430.52	89975	97004
2442	93439.64	89978	97023
2443	93464.42	89979	97024
2444	93478.42	90045	97024
2445	93520.14	90053	97270
2446	93537.16	90053	97270
2447	93552.48	90057	97271
2448	93571.6	90087	97271
2449	93587.64	90098	97272
2450	93615.94	90098	97327
2451	93636.5	90191	97327
2452	93660.16	90194	97328
2453	93693.24	90204	97329
2454	93716.68	90204	97333
2455	93733.8	90277	97333
2456	93751.2	90285	97333
2457	93773.26	90285	97336
2458	93792.5	90386	97336
2459	93817.28	90388	97336
2460	93827.24	90408	97340
2461	93857.56	90418	97346
2462	93902.78	90459	97347
2463	93916.2	90460	97350
2464	93952.7	90466	97357
2465	93967.74	90466	97357
2466	93980.72	90468	97359
2467	93994.24	90468	97360
2468	94008.4	90503	97361
2469	94025.92	90522	97362
2470	94062.86	90572	97369
2471	94080.5	90585	97369
2472	94104.92	90585	97416
2473	94114.2	90612	97416
2474	94133.74	90637	97467
2475	94152.68	90637	97469
2476	94168.12	90639	97473
2477	94183.2	90682	97494
2478	94219.22	90682	97496
2479	94232.22	90743	97613
2480	94259.56	90743	97613
2481	94274.64	90761	97661
2482	94294.14	90761	97663
2483	94315.54	90761	97758
2484	94328.28	90761	97759
2485	94343.28	90771	97773
2486	94358.56	90771	97779
2487	94371.6	90819	97800
2488	94393.42	90842	97822
2489	94405.44	90843	97833
2490	94424.6	90849	97833
2491	94450.74	90850	97857
2492	94470.74	91105	97875
2493	94487.94	91109	97890
2494	94504.34	91136	97892
2495	94524.72	91136	97892
2496	94562.26	91147	97892
2497	94581.52	91147	97892
2498	94616.22	91148	97964
2499	94638.5	91342	97990
2500	94693	91342	98014
2501	94727.14	91343	98047
2502	94749.72	91344	98047
2503	94778.78	91385	98048
2504	94814.14	91386	98048
2505	94837.34	91394	98050
2506	94868.24	91394	98055
2507	94881.54	91411	98119
2508	94896.84	91413	98119
2509	94916.28	91413	98126
2510	94932.14	91421	98277
2511	94938.76	91421	98277
2512	94958.14	91564	98280
2513	94982.68	91572	98353
2514	95003.08	91572	98391
2515	95023.58	91573	98396
2516	95044.24	91573	98401
2517	95074.06	91586	98401
2518	95105.48	91588	98402
2519	95124.44	91790	98402
2520	95142.36	92036	98402
2521	95162.04	92039	98503
2522	95185.76	92076	98506
2523	95205.12	92076	98508
2524	95231.24	92076	98512
2525	95243.1	92079	98519
2526	95257.52	92079	98521
2527	95284.5	92085	98532
2528	95304.76	92101	98543
2529	95328.16	92157	98568
2530	95350.48	92159	98568
2531	95370.54	92160	98597
2532	95392.78	92167	98623
2533	95418.54	92181	98839
2534	95435.52	92181	98841
2535	95455.46	92185	98864
2536	95470.38	92190	98870
2537	95483.44	92192	98877
2538	95501.24	92300	98879
2539	95549.54	92346	98882
2540	95563.72	92349	98942
2541	95600.88	92351	98943
2542	95618.12	92352	98953
2543	95642.4	92355	98961
2544	95654.4	92369	98961
2545	95692.44	92376	99036
2546	95704.04	92378	99077
2547	95726.72	92378	99080
2548	95735.78	92378	99081
2549	95754.92	92545	99091
2550	95777.74	92546	99092
2551	95791.86	92560	99241
2552	95820.42	92948	99261
2553	95834.78	92988	99268
2554	95864.14	92989	99299
2555	95886.02	93013	99299
2556	95912.96	93013	99299
2557	95931.64	93130	99300
2558	95943.72	93132	99300
2559	95956.9	93162	99300
2560	95969.12	93175	99314
2561	95992.3	93179	99315
2562	96013.4	93182	99387
2563	96053.44	93290	99391
2564	96073.62	93293	99391
2565	96108.6	93303	99411
2566	96122.36	93405	99411
2567	96146.8	93416	99414
2568	96169.76	93427	99428
2569	96188.1	93505	99435
2570	96226.06	93512	99435
2571	96242.26	93521	99439
2572	96279.24	93522	99440
2573	96295	93536	99441
2574	96315.74	93536	99445
2575	96340.98	93605	99445
2576	96364.44	93608	99445
2577	96391.92	93639	99445
2578	96414.08	93887	99449
2579	96423.98	93889	99456
2580	96440.04	93889	99456
2581	96460.92	93907	99456
2582	96499.6	93907	99457
2583	96516.34	93908	99458
2584	96529.64	93910	99583
2585	96543.74	93923	99664
2586	96568.52	93933	99671
2587	96592.3	94077	99671
2588	96626.1	94078	99694
2589	96645.58	94095	99695
2590	96664.88	94105	99731
2591	96688.72	94106	99733
2592	96718.74	94107	99742
2593	96758.44	94181	99754
2594	96773.94	94181	99758
2595	96789.18	94182	99774
2596	96813.16	94192	99778
2597	96841.24	94201	99787
2598	96860.42	94201	99787
2599	96880.44	94201	99804
2600	96909.26	94213	99807
2601	96936.28	94245	99807
2602	96964.02	94324	99819
2603	96979.76	94333	99824
2604	97005.32	94334	99826
2605	97024.54	94359	99832
2606	97057.68	94390	99836
2607	97088.2	94398	99845
2608	97116.2	94485	99933
2609	97129.48	94562	99934
2610	97146.84	94563	99934
2611	97159.32	94572	99937
2612	97185.86	94572	99937
2613	97205.9	94572	99940
2614	97234.44	94572	100111
2615	97258.22	94573	100111
2616	97284.42	94583	100111
2617	97303.56	94586	100111
2618	97318.98	94595	100115
2619	97330.14	94600	100132
2620	97339.52	94600	100132
2621	97355.36	94645	100132
2622	97414.74	94645	100134
2623	97433.52	94649	100135
2624	97449.86	94650	100136
2625	97476.02	94658	100238
2626	97500.28	94698	100240
2627	97508.74	94698	100241
2628	97526.36	94698	100241
2629	97546.16	94706	100251
2630	97560.38	94711	100284
2631	97582.32	94733	100286
2632	97604.28	94768	100375
2633	97635.98	94769	100396
2634	97663.26	94908	100400
2635	97683.4	94919	100401
2636	97743.26	94954	100478
2637	97774.8	94954	100479
2638	97793.06	94962	100483
2639	97811.3	94965	100486
2640	97828.88	95029	100498
2641	97843.26	95030	100503
2642	97860.92	95032	100505
2643	97885.7	95040	100517
2644	97906.68	95052	100527
2645	97932.96	95123	100527
2646	97946.74	95123	100532
2647	97961.94	95128	100532
2648	97985.02	95132	100539
2649	97996.7	95132	100550
2650	98015.84	95132	100554
2651	98028.58	95133	100611
2652	98049.44	95133	100614
2653	98068.14	95140	100618
2654	98106.88	95256	100624
2655	98129.34	95257	100668
2656	98167.4	95294	100670
2657	98184.34	95294	100687
2658	98203.4	95299	100687
2659	98217.68	95303	100692
2660	98229.42	95315	100692
2661	98260.3	95315	100692
2662	98288.96	95315	100705
2663	98302.22	95327	100707
2664	98350.08	95331	100707
2665	98362.98	95333	100710
2666	98382.82	95334	100716
2667	98406.96	95372	100779
2668	98423	95372	100779
2669	98444.28	95379	100781
2670	98455.78	95497	100825
2671	98480.46	95581	100826
2672	98514.66	95582	100834
2673	98532.26	95582	100834
2674	98542.22	95584	100842
2675	98548.46	95586	100844
2676	98581.64	95588	101315
2677	98605.24	95592	101335
2678	98646.14	95630	101378
2679	98665.26	95630	101380
2680	98685.14	95751	101380
2681	98707.4	95769	101380
2682	98725.52	95796	101380
2683	98744.62	95798	101380
2684	98763.24	95798	101438
2685	98789.56	95804	101454
2686	98798.08	95805	101455
2687	98827.56	95930	101456
2688	98840.36	95932	101457
2689	98848.62	95932	101459
2690	98863.84	96005	101511
2691	98875.36	96103	101511
2692	98893.08	96105	101516
2693	98908.96	96118	101520
2694	98940.4	96124	101534
2695	98966.38	96131	101536
2696	98994.28	96138	101542
2697	99021.2	96162	101547
2698	99034.7	96163	101556
2699	99046.6	96184	101556
2700	99069.76	96185	101567
2701	99085.82	96186	101767
2702	99141.52	96435	101798
2703	99152.68	96436	101803
2704	99172.42	96450	101803
2705	99183.68	96453	101804
2706	99214.16	96595	101830
2707	99240.34	96605	101832
2708	99255.48	96606	101834
2709	99278.46	96611	101844
2710	99297.64	96617	101844
2711	99319.98	96618	101872
2712	99349.8	96680	101872
2713	99384.58	96683	101884
2714	99397.14	96713	101884
2715	99439.04	96719	101895
2716	99464.6	96748	101895
2717	99490.72	96748	101895
2718	99507.56	96785	101928
2719	99520.86	96790	101930
2720	99534.32	96790	101931
2721	99558.18	96794	101997
2722	99575.46	96864	102001
2723	99596.84	96864	102012
2724	99612.18	96867	102164
2725	99623.08	96867	102164
2726	99635.7	96868	102266
2727	99654.94	96869	102266
2728	99686.2	96870	102267
2729	99706.16	96917	102277
2730	99718.2	96937	102284
2731	99735.68	96937	102284
2732	99757.36	96937	102286
2733	99769.18	96985	102288
2734	99780.5	97048	102288
2735	99798.7	97067	102289
2736	99807.46	97067	102289
2737	99824.96	97073	102291
2738	99844.54	97134	102291
2739	99872.68	97154	102401
2740	99903.24	97172	102460
2741	99936.18	97249	102474
2742	99957.82	97265	102482
2743	99976.9	97277	102486
2744	99992.44	97285	102486
2745	100015.52	97286	102509
2746	100026.76	97288	102571
2747	100042.32	97303	102649
2748	100061.36	97303	102817
2749	100072.16	97313	102824
2750	100093.22	97313	103101
2751	100130.76	97395	103109
2752	100164.48	97408	103130
2753	100185.26	97593	103135
2754	100237.88	98055	103150
2755	100254.96	98055	103150
2756	100266.86	98057	103151
2757	100284.86	98057	103151
2758	100304.62	98064	103164
2759	100316.98	98064	103164
2760	100354.88	98090	103180
2761	100378.04	98094	103180
2762	100393.76	98102	103195
2763	100420.68	98282	103215
2764	100457.46	98303	103230
2765	100464.62	98315	103232
2766	100484.56	98326	103232
2767	100500.54	98330	103275
2768	100520.48	98333	103275
2769	100530.1	98351	103279
2770	100547.56	98358	103289
2771	100559.82	98372	103289
2772	100577.94	98376	103298
2773	100597.56	98380	103299
2774	100622.68	98380	103308
2775	100637.98	98380	103308
2776	100668.9	98380	103308
2777	100684.84	98383	103324
2778	100707.92	98383	103327
2779	100725.62	98397	103329
2780	100743.72	98397	103330
2781	100764.08	98456	103332
2782	100783.28	98475	103332
2783	100829.08	98524	103334
2784	100850.6	98524	103355
2785	100864.78	98725	103360
2786	100886.54	98727	103363
2787	100913.56	98727	103369
2788	100937.82	98728	103370
2789	100964.06	98728	103370
2790	100989.34	98729	103381
2791	101002.8	98748	103381
2792	101021.18	98750	103382
2793	101039.32	98752	103385
2794	101064.72	98782	103392
2795	101080.86	98820	103418
2796	101099.42	98821	103456
2797	101107.18	98823	103457
2798	101128.64	98841	103548
2799	101141.7	98864	103551
2800	101174.78	98866	103554
2801	101188.72	98873	103554
2802	101204.88	98875	103557
2803	101218.8	98879	103661
2804	101237.38	99002	103661
2805	101257.74	99018	103666
2806	101276.36	99019	103686
2807	101304.16	99057	103690
2808	101319.38	99060	103691
2809	101332.76	99060	103776
2810	101360	99065	103779
2811	101396.04	99066	103779
2812	101410.18	99078	103781
2813	101437	99079	103794
2814	101466.6	99082	103794
2815	101489.9	99084	103794
2816	101500.62	99091	103795
2817	101513.42	99092	103812
2818	101531.72	99093	103813
2819	101544.8	99105	103899
2820	101563.4	99109	103903
2821	101601.56	99110	103904
2822	101620.16	99119	103911
2823	101630.5	99120	103913
2824	101638.5	99123	103914
2825	101656.58	99123	103949
2826	101673.2	99124	103949
2827	101690.78	99226	103953
2828	101715.02	99226	103955
2829	101733.16	99237	103956
2830	101784.32	99250	103981
2831	101804.52	99254	103982
2832	101815.84	99254	104002
2833	101829.32	99255	104005
2834	101843.48	99270	104006
2835	101861.2	99275	104032
2836	101877.38	99278	104046
2837	101907.36	99285	104049
2838	101930.98	99285	104049
2839	101949.64	99287	104049
2840	101960.28	99287	104092
2841	101985.02	99287	104151
2842	102008.38	99288	104153
2843	102025.84	99289	104172
2844	102059	99304	104175
2845	102086.64	99349	104176
2846	102108.8	99349	104191
2847	102126.68	99358	104206
2848	102144.1	99365	104206
2849	102166.5	99365	104220
2850	102183.1	99365	104221
2851	102212.02	99672	104329
2852	102237.08	99673	104364
2853	102252.84	99673	104364
2854	102285.48	99680	104372
2855	102312.8	99698	104374
2856	102345.88	99875	104374
2857	102358.82	99923	104385
2858	102370.96	99923	104386
2859	102391.24	99925	104433
2860	102416.5	99927	104433
2861	102444.34	99955	104434
2862	102465.5	99966	104514
2863	102491.96	99973	104515
2864	102508.64	100156	104515
2865	102532.12	100158	104517
2866	102546.92	100158	104523
2867	102564.06	100163	104547
2868	102574.5	100163	104585
2869	102595.5	100195	104599
2870	102625.76	100217	104626
2871	102643.42	100220	104626
2872	102665.28	100220	104628
2873	102681.54	100229	104628
2874	102700.7	100240	104652
2875	102714.14	100240	104657
2876	102738.94	100241	104657
2877	102763.36	100244	104657
2878	102791.18	100263	104659
2879	102812.76	100263	104696
2880	102852.02	100263	104704
2881	102867.26	100263	104725
2882	102882.16	100263	104732
2883	102898.58	100278	104733
2884	102922.6	100279	104757
2885	102944.96	100280	104972
2886	102959.6	100319	104981
2887	102981.7	100319	104981
2888	102992.54	100349	104994
2889	103023.14	100356	104995
2890	103044.06	100356	105034
2891	103068.22	100357	105056
2892	103096.32	100358	105060
2893	103118	100358	105132
2894	103144.82	100359	105133
2895	103157.66	100359	105133
2896	103169.64	100359	105140
2897	103185.12	100554	105144
2898	103205.1	100571	105149
2899	103237.86	100572	105152
2900	103267.94	100668	105152
2901	103275.92	100671	105154
2902	103291.22	100671	105159
2903	103332.36	101040	105163
2904	103361.16	101040	105163
2905	103369.66	101040	105163
2906	103384.78	101046	105163
2907	103392.28	101048	105167
2908	103417.7	101056	105169
2909	103434.5	101363	105174
2910	103449.18	101368	105175
2911	103479.4	101370	105176
2912	103493.56	101372	105179
2913	103521.82	101388	105317
2914	103545.08	101461	105318
2915	103559.46	101464	105318
2916	103568.04	101499	105318
2917	103586.2	101599	105329
2918	103617.06	101743	105351
2919	103633.18	101768	105370
2920	103648.5	101768	105370
2921	103666.44	101848	105468
2922	103680.74	101861	105476
2923	103690.78	101873	105478
2924	103710.9	101901	105481
2925	103721.42	101901	105481
2926	103741.38	101903	105498
2927	103757.72	101914	105498
2928	103784.62	101914	105566
2929	103796.24	101918	105616
2930	103817.68	101930	105622
2931	103835.9	101941	105639
2932	103853.04	101941	105646
2933	103890.24	101942	105647
2934	103911.14	101959	105647
2935	103938.12	101968	105652
2936	103958.96	101973	105652
2937	103988.56	101978	105657
2938	104031.96	102154	105669
2939	104040.32	102156	105672
2940	104063.74	102191	105672
2941	104095.24	102196	105674
2942	104124.8	102198	105749
2943	104136.12	102198	105753
2944	104150.2	102198	105781
2945	104158.18	102198	105781
2946	104172.44	102212	105790
2947	104192.56	102217	105885
2948	104226.76	102217	105941
2949	104246.22	102218	105943
2950	104267.3	102219	105945
2951	104276.26	102219	105947
2952	104293.76	102221	105947
2953	104310.96	102223	105948
2954	104331.22	102427	105957
2955	104356.3	102429	106121
2956	104382.54	102430	106210
2957	104397.78	102430	106210
2958	104421.04	102430	106222
2959	104448.9	102495	106312
2960	104479.32	102500	106312
2961	104492.94	102500	106321
2962	104505.86	102500	106344
2963	104533.26	102547	106344
2964	104565.6	102580	106374
2965	104584.06	102592	106394
2966	104596.14	102602	106394
2967	104626.3	102620	106415
2968	104647.7	102729	106431
2969	104667.2	102731	106431
2970	104696.44	102731	106431
2971	104737.46	102889	106432
2972	104755.56	102895	106483
2973	104777.1	102953	106489
2974	104790.58	102965	106491
2975	104821.28	102971	106491
2976	104835.52	102971	106550
2977	104853.64	102971	106571
2978	104872.42	102978	106579
2979	104892.44	102985	106580
2980	104908.86	102988	106590
2981	104928.34	102989	106591
2982	104940.84	102989	106591
2983	104984.2	102991	106606
2984	105000.92	103000	106611
2985	105019.12	103000	106614
2986	105036.98	103003	106621
2987	105051.8	103014	106629
2988	105067.24	103014	106653
2989	105077.68	103014	106709
2990	105103.54	103024	106719
2991	105125.24	103112	106760
2992	105142.56	103115	106760
2993	105166.12	103133	106760
2994	105186.56	103133	106777
2995	105255.22	103134	106777
2996	105274.28	103178	106777
2997	105290.36	103192	106781
2998	105308.34	103212	106794
2999	105368.24	103212	106925
3000	105391.94	103212	106997
3001	105409.28	103214	106998
3002	105420.42	103234	107009
3003	105445.54	103259	107011
3004	105464.48	103267	107021
3005	105473.34	103268	107031
3006	105482.94	103271	107038
3007	105502.7	103271	107041
3008	105569.86	103349	107042
3009	105585.14	103349	107044
3010	105599.04	103386	107044
3011	105617.58	103457	107057
3012	105632.62	103457	107065
3013	105653.94	103461	107078
3014	105671.52	103471	107079
3015	105687.92	103490	107085
3016	105731.3	103503	107097
3017	105742.62	103504	107122
3018	105752.82	103505	107125
3019	105764.74	103505	107125
3020	105779.32	103509	107128
3021	105795.1	103509	107128
3022	105809.26	103509	107146
3023	105836	103511	107176
3024	105844.52	103512	107184
3025	105860.14	103515	107184
3026	105879.84	103517	107184
3027	105909.42	103544	107189
3028	105955.54	103549	107191
3029	105973.04	103550	107376
3030	105982.66	103558	107377
3031	105995.96	103615	107377
3032	106029.42	103618	107382
3033	106046.64	103622	107405
3034	106068.46	103879	107412
3035	106092.2	104003	107412
3036	106121.58	104010	107559
3037	106142.16	104055	107565
3038	106175.12	104070	107573
3039	106193.24	104070	107599
3040	106202.62	104077	107599
3041	106214.24	104077	107599
3042	106224.44	104079	107600
3043	106238.7	104080	107603
3044	106259.48	104090	107603
3045	106280.66	104096	107604
3046	106293.72	104130	107604
3047	106305.48	104138	107604
3048	106323.18	104140	107604
3049	106336	104149	107641
3050	106351.06	104150	107641
3051	106369.44	104247	107642
3052	106385.94	104247	107642
3053	106396.12	104247	107766
3054	106411.26	104247	107767
3055	106429.86	104247	107775
3056	106454.02	104250	107800
3057	106466.34	104266	107830
3058	106478.94	104266	107830
3059	106498	104266	107843
3060	106510.3	104294	107844
3061	106525.6	104300	107848
3062	106539.4	104332	107869
3063	106554.92	104341	107870
3064	106590.38	104342	107870
3065	106605.54	104346	107892
3066	106620.3	104346	107896
3067	106649.56	104355	107907
3068	106663	104356	107919
3069	106682.9	104356	108015
3070	106709.94	104385	108027
3071	106732.6	104400	108027
